Time,H,Q
41197.125,0.8,252.06
41197.16667,0.92,295.2
41197.20833,0.74,231.77
41197.25,0.59,184.77
41197.29167,0.33,115.9
41197.33333,0.11,70.11
41197.375,-0.03,46.93
41197.41667,-0.06,42.57
41197.45833,0.11,70.11
41197.5,0.3,108.98
41197.54167,0.62,193.74
41197.58333,0.76,238.44
41197.625,0.89,284.1
41197.66667,0.83,262.53
41197.70833,0.63,196.78
41197.75,0.46,148.33
41197.79167,0.17,81.46
41197.83333,-0.08,39.78
41197.875,-0.26,18.92
41197.91667,-0.33,12.88
41197.95833,-0.34,12.11
41198,-0.16,29.56
41198.04167,0.18,83.44
41198.08333,0.45,145.7
41198.125,0.68,212.33
41198.16667,0.78,245.2
41198.20833,0.81,255.53
41198.25,0.65,202.93
41198.29167,0.42,137.93
41198.33333,0.17,81.46
41198.375,0,51.51
41198.41667,-0.1,37.08
41198.45833,-0.05,44
41198.5,0.12,71.94
41198.54167,0.47,150.99
41198.58333,0.69,215.51
41198.625,0.93,298.95
41198.66667,0.91,291.47
41198.70833,0.81,255.53
41198.75,0.56,176
41198.79167,0.32,113.57
41198.83333,-0.02,48.44
41198.875,-0.19,26.12
41198.91667,-0.35,11.36
41198.95833,-0.4,7.99
41199,-0.35,11.36
41199.04167,-0.08,39.78
41199.08333,0.19,85.44
41199.125,0.6,187.73
41199.16667,0.73,228.47
41199.20833,0.9,287.77
41199.25,0.87,276.81
41199.29167,0.62,193.74
41199.33333,0.49,156.39
41199.375,0.27,102.27
41199.41667,0.09,66.52
41199.45833,0.08,64.75
41199.5,0.28,104.49
41199.54167,0.45,145.7
41199.58333,0.88,280.44
41199.625,1.03,337.73
41199.66667,1.14,383.13
41199.70833,1.02,333.75
41199.75,0.78,245.2
41199.79167,0.55,173.13
41199.83333,0.27,102.27
41199.875,-0.01,49.96
41199.91667,-0.21,23.95
41199.95833,-0.32,13.67
41200,-0.34,12.11
41200.04167,-0.18,27.24
41200.08333,0.11,70.11
41200.125,0.36,123.03
41200.16667,0.72,225.2
41200.20833,0.95,306.52
41200.25,0.88,280.44
41200.29167,0.93,298.95
41200.33333,0.77,241.81
41200.375,0.58,181.82
41200.41667,0.5,159.12
41200.45833,0.37,125.45
41200.5,0.31,111.26
41200.54167,0.42,137.93
41200.58333,0.66,206.04
41200.625,0.87,276.81
41200.66667,1.06,349.83
41200.70833,1.06,349.83
41200.75,0.97,314.18
41200.79167,0.83,262.53
41200.83333,0.55,173.13
41200.875,0.36,123.03
41200.91667,0.2,87.46
41200.95833,0.13,73.8
41201,0.12,71.94
41201.04167,0.15,77.58
41201.08333,0.15,77.58
41201.125,0.21,89.5
41201.16667,0.41,135.38
41201.20833,0.74,231.77
41201.25,0.72,225.2
41201.29167,0.81,255.53
41201.33333,0.8,252.06
41201.375,0.57,178.9
41201.41667,0.42,137.93
41201.45833,0.41,135.38
41201.5,0.4,132.87
41201.54167,0.42,137.93
41201.58333,0.54,170.28
41201.625,0.7,218.72
41201.66667,0.82,259.01
41201.70833,0.99,321.94
41201.75,0.88,280.44
41201.79167,0.81,255.53
41201.83333,0.55,173.13
41201.875,0.29,106.72
41201.91667,0.06,61.3
41201.95833,-0.13,33.22
41202,-0.23,21.86
41202.04167,-0.26,18.92
41202.08333,-0.27,17.99
41202.125,-0.22,22.89
41202.16667,0.04,57.94
41202.20833,0.28,104.49
41202.25,0.4,132.87
41202.29167,0.61,190.73
41202.33333,0.52,164.65
41202.375,0.42,137.93
41202.41667,0.46,148.33
41202.45833,0.32,113.57
41202.5,0.29,106.72
41202.54167,0.35,120.63
41202.58333,0.46,148.33
41202.625,0.6,187.73
41202.66667,0.8,252.06
41202.70833,0.86,273.2
41202.75,0.87,276.81
41202.79167,0.8,252.06
41202.83333,0.65,202.93
41202.875,0.42,137.93
41202.91667,0.22,91.57
41202.95833,-0.03,46.93
41203,-0.21,23.95
41203.04167,-0.28,17.08
41203.08333,-0.33,12.88
41203.125,-0.29,16.19
41203.16667,-0.1,37.08
41203.20833,0.11,70.11
41203.25,0.28,104.49
41203.29167,0.33,115.9
41203.33333,0.52,164.65
41203.375,0.41,135.38
41203.41667,0.45,145.7
41203.45833,0.41,135.38
41203.5,0.31,111.26
41203.54167,0.31,111.26
41203.58333,0.31,111.26
41203.625,0.4,132.87
41203.66667,0.52,164.65
41203.70833,0.56,176
41203.75,0.76,238.44
41203.79167,0.7,218.72
41203.83333,0.62,193.74
41203.875,0.56,176
41203.91667,0.34,118.25
41203.95833,0.14,75.68
41204,-0.05,44
41204.04167,-0.16,29.56
41204.08333,-0.22,22.89
41204.125,-0.27,17.99
41204.16667,-0.24,20.86
41204.20833,-0.1,37.08
41204.25,0.04,57.94
41204.29167,0.22,91.57
41204.33333,0.27,102.27
41204.375,0.39,130.37
41204.41667,0.3,108.98
41204.45833,0.43,140.49
41204.5,0.4,132.87
41204.54167,0.38,127.9
41204.58333,0.52,164.65
41204.625,0.54,170.28
41204.66667,0.41,135.38
41204.70833,0.72,225.2
41204.75,0.61,190.73
41204.79167,0.63,196.78
41204.83333,0.7,218.72
41204.875,0.63,196.78
41204.91667,0.55,173.13
41204.95833,0.44,143.08
41205,0.29,106.72
41205.04167,0.14,75.68
41205.08333,0.08,64.75
41205.125,0.04,57.94
41205.16667,-0.05,44
41205.20833,0.06,61.3
41205.25,0.12,71.94
41205.29167,0.29,106.72
41205.33333,0.44,143.08
41205.375,0.53,167.45
41205.41667,0.55,173.13
41205.45833,0.65,202.93
41205.5,0.73,228.47
41205.54167,0.59,184.77
41205.58333,0.6,187.73
41205.625,0.51,161.87
41205.66667,0.46,148.33
41205.70833,0.64,199.84
41205.75,0.64,199.84
41205.79167,0.59,184.77
41205.83333,0.7,218.72
41205.875,0.78,245.2
41205.91667,0.74,231.77
41205.95833,0.68,212.33
41206,0.64,199.84
41206.04167,0.43,140.49
41206.08333,0.28,104.49
41206.125,0.26,100.09
41206.16667,0.07,63.02
41206.20833,0.08,64.75
41206.25,0.1,68.3
41206.29167,0.11,70.11
41206.33333,0.25,97.92
41206.375,0.38,127.9
41206.41667,0.4,132.87
41206.45833,0.54,170.28
41206.5,0.56,176
41206.54167,0.57,178.9
41206.58333,0.56,176
41206.625,0.45,145.7
41206.66667,0.34,118.25
41206.70833,0.39,130.37
41206.75,0.27,102.27
41206.79167,0.29,106.72
41206.83333,0.34,118.25
41206.875,0.36,123.03
41206.91667,0.54,170.28
41206.95833,0.5,159.12
41207,0.45,145.7
41207.04167,0.5,159.12
41207.08333,0.43,140.49
41207.125,0.24,95.78
41207.16667,0.17,81.46
41207.20833,0.11,70.11
41207.25,-0.01,49.96
41207.29167,0.04,57.94
41207.33333,0.08,64.75
41207.375,0.09,66.52
41207.41667,0.28,104.49
41207.45833,0.59,184.77
41207.5,0.55,173.13
41207.54167,0.64,199.84
41207.58333,0.62,193.74
41207.625,0.51,161.87
41207.66667,0.41,135.38
41207.70833,0.32,113.57
41207.75,0.23,93.67
41207.79167,0.14,75.68
41207.83333,0.12,71.94
41207.875,0.19,85.44
41207.91667,0.33,115.9
41207.95833,0.42,137.93
41208,0.54,170.28
41208.04167,0.58,181.82
41208.08333,0.52,164.65
41208.125,0.48,153.68
41208.16667,0.37,125.45
41208.20833,0.24,95.78
41208.25,0.16,79.51
41208.29167,0.01,53.08
41208.33333,0.03,56.3
41208.375,0.12,71.94
41208.41667,0.12,71.94
41208.45833,0.34,118.25
41208.5,0.56,176
41208.54167,0.57,178.9
41208.58333,0.74,231.77
41208.625,0.66,206.04
41208.66667,0.41,135.38
41208.70833,0.29,106.72
41208.75,0.2,87.46
41208.79167,0.01,53.08
41208.83333,-0.09,38.42
41208.875,-0.03,46.93
41208.91667,0.06,61.3
41208.95833,0.24,95.78
41209,0.44,143.08
41209.04167,0.56,176
41209.08333,0.59,184.77
41209.125,0.59,184.77
41209.16667,0.44,143.08
41209.20833,0.35,120.63
41209.25,0.21,89.5
41209.29167,0.05,59.61
41209.33333,0,51.51
41209.375,-0.02,48.44
41209.41667,0.08,64.75
41209.45833,0.22,91.57
41209.5,0.45,145.7
41209.54167,0.6,187.73
41209.58333,0.67,209.17
41209.625,0.69,215.51
41209.66667,0.52,164.65
41209.70833,0.33,115.9
41209.75,0.17,81.46
41209.79167,-0.05,44
41209.83333,-0.19,26.12
41209.875,-0.22,22.89
41209.91667,-0.16,29.56
41209.95833,-0.04,45.46
41210,0.24,95.78
41210.04167,0.53,167.45
41210.08333,0.53,167.45
41210.125,0.69,215.51
41210.16667,0.62,193.74
41210.20833,0.45,145.7
41210.25,0.37,125.45
41210.29167,0.22,91.57
41210.33333,0.06,61.3
41210.375,0.11,70.11
41210.41667,0.16,79.51
41210.45833,0.31,111.26
41210.5,0.61,190.73
41210.54167,0.67,209.17
41210.58333,0.8,252.06
41210.625,0.89,284.1
41210.66667,0.74,231.77
41210.70833,0.52,164.65
41210.75,0.31,111.26
41210.79167,0.08,64.75
41210.83333,-0.11,35.77
41210.875,-0.21,23.95
41210.91667,-0.21,23.95
41210.95833,-0.09,38.42
41211,0.18,83.44
41211.04167,0.42,137.93
41211.08333,0.71,221.94
41211.125,0.84,266.06
41211.16667,0.83,262.53
41211.20833,0.75,235.09
41211.25,0.65,202.93
41211.29167,0.49,156.39
41211.33333,0.37,125.45
41211.375,0.27,102.27
41211.41667,0.24,95.78
41211.45833,0.37,125.45
41211.5,0.56,176
41211.54167,0.73,228.47
41211.58333,0.86,273.2
41211.625,0.98,318.05
41211.66667,0.85,269.62
41211.70833,0.75,235.09
41211.75,0.54,170.28
41211.79167,0.32,113.57
41211.83333,0.13,73.8
41211.875,-0.02,48.44
41211.91667,-0.07,41.16
41211.95833,-0.02,48.44
41212,0.08,64.75
41212.04167,0.38,127.9
41212.08333,0.63,196.78
41212.125,0.85,269.62
41212.16667,0.95,306.52
41212.20833,0.93,298.95
41212.25,0.83,262.53
41212.29167,0.69,215.51
41212.33333,0.54,170.28
41212.375,0.36,123.03
41212.41667,0.32,113.57
41212.45833,0.35,120.63
41212.5,0.59,184.77
41212.54167,0.73,228.47
41212.58333,0.99,321.94
41212.625,1.13,378.88
41212.66667,1.07,353.91
41212.70833,0.89,284.1
41212.75,0.81,255.53
41212.79167,0.49,156.39
41212.83333,0.23,93.67
41212.875,0.01,53.08
41212.91667,-0.1,37.08
41212.95833,-0.14,31.97
41213,-0.01,49.96
41213.04167,0.3,108.98
41213.08333,0.49,156.39
41213.125,0.84,266.06
41213.16667,0.95,306.52
41213.20833,0.97,314.18
41213.25,0.95,306.52
41213.29167,0.81,255.53
41213.33333,0.54,170.28
41213.375,0.38,127.9
41213.41667,0.42,137.93
41213.45833,0.34,118.25
41213.5,0.55,173.13
41213.54167,0.73,228.47
41213.58333,0.96,310.34
41213.625,1.04,341.74
41213.66667,1.17,396.01
41213.70833,1.08,358.01
41213.75,0.84,266.06
41213.79167,0.66,206.04
41213.83333,0.34,118.25
41213.875,0.08,64.75
41213.91667,-0.08,39.78
41213.95833,-0.2,25.02
41214,-0.19,26.12
41214.04167,0.08,64.75
41214.08333,0.26,100.09
41214.125,0.6,187.73
41214.16667,0.83,262.53
41214.20833,0.93,298.95
41214.25,0.89,284.1
41214.29167,0.82,259.01
41214.33333,0.68,212.33
41214.375,0.53,167.45
41214.41667,0.4,132.87
41214.45833,0.36,123.03
41214.5,0.44,143.08
41214.54167,0.59,184.77
41214.58333,0.8,252.06
41214.625,1.02,333.75
41214.66667,1.05,345.77
41214.70833,1.07,353.91
41214.75,0.92,295.2
41214.79167,0.68,212.33
41214.83333,0.39,130.37
41214.875,0.18,83.44
41214.91667,-0.05,44
41214.95833,-0.17,28.39
41215,-0.18,27.24
41215.04167,-0.17,28.39
41215.08333,0.13,73.8
41215.125,0.37,125.45
41215.16667,0.57,178.9
41215.20833,0.84,266.06
41215.25,0.77,241.81
41215.29167,0.75,235.09
41215.33333,0.71,221.94
41215.375,0.46,148.33
41215.41667,0.32,113.57
41215.45833,0.26,100.09
41215.5,0.25,97.92
41215.54167,0.34,118.25
41215.58333,0.51,161.87
41215.625,0.65,202.93
41215.66667,0.78,245.2
41215.70833,0.9,287.77
41215.75,0.68,212.33
41215.79167,0.54,170.28
41215.83333,0.3,108.98
41215.875,0.06,61.3
41215.91667,-0.16,29.56
41215.95833,-0.31,14.49
41216,-0.39,8.62
41216.04167,-0.38,9.27
41216.08333,-0.29,16.19
41216.125,-0.05,44
41216.16667,0.31,111.26
41216.20833,0.52,164.65
41216.25,0.56,176
41216.29167,0.62,193.74
41216.33333,0.41,135.38
41216.375,0.29,106.72
41216.41667,0.31,111.26
41216.45833,0.2,87.46
41216.5,0.2,87.46
41216.54167,0.23,93.67
41216.58333,0.35,120.63
41216.625,0.6,187.73
41216.66667,0.65,202.93
41216.70833,0.83,262.53
41216.75,0.74,231.77
41216.79167,0.63,196.78
41216.83333,0.4,132.87
41216.875,0.21,89.5
41216.91667,0.01,53.08
41216.95833,-0.21,23.95
41217,-0.31,14.49
41217.04167,-0.35,11.36
41217.08333,-0.28,17.08
41217.125,-0.07,41.16
41217.16667,0.18,83.44
41217.20833,0.41,135.38
41217.25,0.51,161.87
41217.29167,0.63,196.78
41217.33333,0.5,159.12
41217.375,0.4,132.87
41217.41667,0.31,111.26
41217.45833,0.29,106.72
41217.5,0.31,111.26
41217.54167,0.28,104.49
41217.58333,0.32,113.57
41217.625,0.52,164.65
41217.66667,0.62,193.74
41217.70833,0.7,218.72
41217.75,0.69,215.51
41217.79167,0.68,212.33
41217.83333,0.47,150.99
41217.875,0.31,111.26
41217.91667,0.16,79.51
41217.95833,-0.08,39.78
41218,-0.24,20.86
41218.04167,-0.31,14.49
41218.08333,-0.31,14.49
41218.125,-0.2,25.02
41218.16667,0.03,56.3
41218.20833,0.17,81.46
41218.25,0.38,127.9
41218.29167,0.58,181.82
41218.33333,0.45,145.7
41218.375,0.44,143.08
41218.41667,0.35,120.63
41218.45833,0.29,106.72
41218.5,0.36,123.03
41218.54167,0.3,108.98
41218.58333,0.29,106.72
41218.625,0.45,145.7
41218.66667,0.58,181.82
41218.70833,0.6,187.73
41218.75,0.72,225.2
41218.79167,0.61,190.73
41218.83333,0.58,181.82
41218.875,0.49,156.39
41218.91667,0.31,111.26
41218.95833,0.09,66.52
41219,-0.03,46.93
41219.04167,-0.16,29.56
41219.08333,-0.2,25.02
41219.125,-0.13,33.22
41219.16667,-0.08,39.78
41219.20833,0.1,68.3
41219.25,0.27,102.27
41219.29167,0.47,150.99
41219.33333,0.55,173.13
41219.375,0.61,190.73
41219.41667,0.52,164.65
41219.45833,0.55,173.13
41219.5,0.46,148.33
41219.54167,0.39,130.37
41219.58333,0.45,145.7
41219.625,0.45,145.7
41219.66667,0.52,164.65
41219.70833,0.74,231.77
41219.75,0.69,215.51
41219.79167,0.7,218.72
41219.83333,0.69,215.51
41219.875,0.63,196.78
41219.91667,0.57,178.9
41219.95833,0.41,135.38
41220,0.26,100.09
41220.04167,0.18,83.44
41220.08333,0.06,61.3
41220.125,0.01,53.08
41220.16667,0.04,57.94
41220.20833,0.13,73.8
41220.25,0.22,91.57
41220.29167,0.45,145.7
41220.33333,0.46,148.33
41220.375,0.62,193.74
41220.41667,0.64,199.84
41220.45833,0.55,173.13
41220.5,0.63,196.78
41220.54167,0.58,181.82
41220.58333,0.51,161.87
41220.625,0.52,164.65
41220.66667,0.48,153.68
41220.70833,0.5,159.12
41220.75,0.56,176
41220.79167,0.64,199.84
41220.83333,0.63,196.78
41220.875,0.65,202.93
41220.91667,0.64,199.84
41220.95833,0.57,178.9
41221,0.47,150.99
41221.04167,0.39,130.37
41221.08333,0.24,95.78
41221.125,0.23,93.67
41221.16667,0.17,81.46
41221.20833,0.15,77.58
41221.25,0.18,83.44
41221.29167,0.34,118.25
41221.33333,0.48,153.68
41221.375,0.46,148.33
41221.41667,0.62,193.74
41221.45833,0.62,193.74
41221.5,0.59,184.77
41221.54167,0.47,150.99
41221.58333,0.48,153.68
41221.625,0.37,125.45
41221.66667,0.34,118.25
41221.70833,0.35,120.63
41221.75,0.33,115.9
41221.79167,0.33,115.9
41221.83333,0.44,143.08
41221.875,0.49,156.39
41221.91667,0.53,167.45
41221.95833,0.53,167.45
41222,0.54,170.28
41222.04167,0.51,161.87
41222.08333,0.36,123.03
41222.125,0.34,118.25
41222.16667,0.24,95.78
41222.20833,0.2,87.46
41222.25,0.21,89.5
41222.29167,0.3,108.98
41222.33333,0.35,120.63
41222.375,0.41,135.38
41222.41667,0.58,181.82
41222.45833,0.71,221.94
41222.5,0.69,215.51
41222.54167,0.65,202.93
41222.58333,0.64,199.84
41222.625,0.51,161.87
41222.66667,0.36,123.03
41222.70833,0.24,95.78
41222.75,0.15,77.58
41222.79167,0.22,91.57
41222.83333,0.27,102.27
41222.875,0.28,104.49
41222.91667,0.47,150.99
41222.95833,0.47,150.99
41223,0.55,173.13
41223.04167,0.64,199.84
41223.08333,0.49,156.39
41223.125,0.39,130.37
41223.16667,0.36,123.03
41223.20833,0.2,87.46
41223.25,0.11,70.11
41223.29167,0.19,85.44
41223.33333,0.1,68.3
41223.375,0.33,115.9
41223.41667,0.54,170.28
41223.45833,0.62,193.74
41223.5,0.81,255.53
41223.54167,0.75,235.09
41223.58333,0.69,215.51
41223.625,0.62,193.74
41223.66667,0.43,140.49
41223.70833,0.28,104.49
41223.75,0.16,79.51
41223.79167,0.05,59.61
41223.83333,0.05,59.61
41223.875,0.1,68.3
41223.91667,0.27,102.27
41223.95833,0.41,135.38
41224,0.54,170.28
41224.04167,0.67,209.17
41224.08333,0.63,196.78
41224.125,0.63,196.78
41224.16667,0.51,161.87
41224.20833,0.33,115.9
41224.25,0.29,106.72
41224.29167,0.17,81.46
41224.33333,0.14,75.68
41224.375,0.28,104.49
41224.41667,0.44,143.08
41224.45833,0.56,176
41224.5,0.86,273.2
41224.54167,0.71,221.94
41224.58333,0.82,259.01
41224.625,0.77,241.81
41224.66667,0.48,153.68
41224.70833,0.37,125.45
41224.75,0.17,81.46
41224.79167,-0.05,44
41224.83333,-0.09,38.42
41224.875,-0.06,42.57
41224.91667,0.04,57.94
41224.95833,0.31,111.26
41225,0.44,143.08
41225.04167,0.71,221.94
41225.08333,0.81,255.53
41225.125,0.87,276.81
41225.16667,0.77,241.81
41225.20833,0.66,206.04
41225.25,0.56,176
41225.29167,0.35,120.63
41225.33333,0.31,111.26
41225.375,0.41,135.38
41225.41667,0.4,132.87
41225.45833,0.6,187.73
41225.5,0.82,259.01
41225.54167,0.88,280.44
41225.58333,1.01,329.79
41225.625,0.97,314.18
41225.66667,0.7,218.72
41225.70833,0.49,156.39
41225.75,0.26,100.09
41225.79167,0.05,59.61
41225.83333,-0.13,33.22
41225.875,-0.17,28.39
41225.91667,-0.19,26.12
41225.95833,-0.03,46.93
41226,0.26,100.09
41226.04167,0.55,173.13
41226.08333,0.72,225.2
41226.125,0.95,306.52
41226.16667,0.84,266.06
41226.20833,0.82,259.01
41226.25,0.67,209.17
41226.29167,0.48,153.68
41226.33333,0.36,123.03
41226.375,0.26,100.09
41226.41667,0.34,118.25
41226.45833,0.47,150.99
41226.5,0.69,215.51
41226.54167,0.9,287.77
41226.58333,1.05,345.77
41226.625,1,325.85
41226.66667,0.91,291.47
41226.70833,0.71,221.94
41226.75,0.42,137.93
41226.79167,0.14,75.68
41226.83333,-0.06,42.57
41226.875,-0.21,23.95
41226.91667,-0.27,17.99
41226.95833,-0.2,25.02
41227,-0.05,44
41227.04167,0.31,111.26
41227.08333,0.66,206.04
41227.125,0.85,269.62
41227.16667,1.03,337.73
41227.20833,1.08,358.01
41227.25,0.83,262.53
41227.29167,0.7,218.72
41227.33333,0.57,178.9
41227.375,0.32,113.57
41227.41667,0.3,108.98
41227.45833,0.5,159.12
41227.5,0.72,225.2
41227.54167,0.94,302.72
41227.58333,1.23,422.4
41227.625,1.16,391.69
41227.66667,1.18,400.35
41227.70833,0.95,306.52
41227.75,0.61,190.73
41227.79167,0.37,125.45
41227.83333,0.07,63.02
41227.875,-0.17,28.39
41227.91667,-0.28,17.08
41227.95833,-0.29,16.19
41228,-0.26,18.92
41228.04167,0.14,75.68
41228.08333,0.36,123.03
41228.125,0.69,215.51
41228.16667,0.99,321.94
41228.20833,0.97,314.18
41228.25,1.01,329.79
41228.29167,0.83,262.53
41228.33333,0.62,193.74
41228.375,0.47,150.99
41228.41667,0.37,125.45
41228.45833,0.38,127.9
41228.5,0.55,173.13
41228.54167,0.73,228.47
41228.58333,0.95,306.52
41228.625,1.14,383.13
41228.66667,1.08,358.01
41228.70833,0.92,295.2
41228.75,0.77,241.81
41228.79167,0.45,145.7
41228.83333,0.14,75.68
41228.875,-0.12,34.48
41228.91667,-0.3,15.33
41228.95833,-0.34,12.11
41229,-0.36,10.64
41229.04167,-0.31,14.49
41229.08333,-0.1,37.08
41229.125,0.34,118.25
41229.16667,0.57,178.9
41229.20833,0.72,225.2
41229.25,0.85,269.62
41229.29167,0.72,225.2
41229.33333,0.67,209.17
41229.375,0.4,132.87
41229.41667,0.23,93.67
41229.45833,0.29,106.72
41229.5,0.31,111.26
41229.54167,0.47,150.99
41229.58333,0.83,262.53
41229.625,0.9,287.77
41229.66667,1.03,337.73
41229.70833,1.02,333.75
41229.75,0.77,241.81
41229.79167,0.58,181.82
41229.83333,0.27,102.27
41229.875,-0.01,49.96
41229.91667,-0.23,21.86
41229.95833,-0.34,12.11
41230,-0.37,9.94
41230.04167,-0.39,8.62
41230.08333,-0.29,16.19
41230.125,-0.02,48.44
41230.16667,0.3,108.98
41230.20833,0.59,184.77
41230.25,0.71,221.94
41230.29167,0.69,215.51
41230.33333,0.82,259.01
41230.375,0.6,187.73
41230.41667,0.51,161.87
41230.45833,0.49,156.39
41230.5,0.34,118.25
41230.54167,0.55,173.13
41230.58333,0.71,221.94
41230.625,0.81,255.53
41230.66667,1.11,370.47
41230.70833,1.07,353.91
41230.75,0.95,306.52
41230.79167,0.95,306.52
41230.83333,0.55,173.13
41230.875,0.3,108.98
41230.91667,0.12,71.94
41230.95833,-0.11,35.77
41231,-0.14,31.97
41231.04167,-0.25,19.88
41231.08333,-0.2,25.02
41231.125,-0.01,49.96
41231.16667,0.25,97.92
41231.20833,0.55,173.13
41231.25,0.65,202.93
41231.29167,0.76,238.44
41231.33333,0.74,231.77
41231.375,0.55,173.13
41231.41667,0.52,164.65
41231.45833,0.51,161.87
41231.5,0.33,115.9
41231.54167,0.35,120.63
41231.58333,0.39,130.37
41231.625,0.42,137.93
41231.66667,0.78,245.2
41231.70833,0.82,259.01
41231.75,0.86,273.2
41231.79167,0.85,269.62
41231.83333,0.63,196.78
41231.875,0.42,137.93
41231.91667,0.3,108.98
41231.95833,0.03,56.3
41232,-0.11,35.77
41232.04167,-0.15,30.76
41232.08333,-0.17,28.39
41232.125,-0.14,31.97
41232.16667,0.06,61.3
41232.20833,0.26,100.09
41232.25,0.48,153.68
41232.29167,0.63,196.78
41232.33333,0.56,176
41232.375,0.6,187.73
41232.41667,0.51,161.87
41232.45833,0.52,164.65
41232.5,0.47,150.99
41232.54167,0.4,132.87
41232.58333,0.4,132.87
41232.625,0.49,156.39
41232.66667,0.63,196.78
41232.70833,0.72,225.2
41232.75,0.82,259.01
41232.79167,0.85,269.62
41232.83333,0.76,238.44
41232.875,0.66,206.04
41232.91667,0.51,161.87
41232.95833,0.31,111.26
41233,0.14,75.68
41233.04167,0.02,54.68
41233.08333,-0.07,41.16
41233.125,-0.04,45.46
41233.16667,0.03,56.3
41233.20833,0.25,97.92
41233.25,0.42,137.93
41233.29167,0.57,178.9
41233.33333,0.66,206.04
41233.375,0.65,202.93
41233.41667,0.61,190.73
41233.45833,0.61,190.73
41233.5,0.49,156.39
41233.54167,0.39,130.37
41233.58333,0.41,135.38
41233.625,0.35,120.63
41233.66667,0.4,132.87
41233.70833,0.58,181.82
41233.75,0.56,176
41233.79167,0.67,209.17
41233.83333,0.68,212.33
41233.875,0.54,170.28
41233.91667,0.6,187.73
41233.95833,0.35,120.63
41234,0.17,81.46
41234.04167,0.11,70.11
41234.08333,-0.03,46.93
41234.125,-0.08,39.78
41234.16667,-0.02,48.44
41234.20833,0.08,64.75
41234.25,0.17,81.46
41234.29167,0.4,132.87
41234.33333,0.43,140.49
41234.375,0.53,167.45
41234.41667,0.67,209.17
41234.45833,0.52,164.65
41234.5,0.52,164.65
41234.54167,0.35,120.63
41234.58333,0.34,118.25
41234.625,0.28,104.49
41234.66667,0.2,87.46
41234.70833,0.26,100.09
41234.75,0.32,113.57
41234.79167,0.34,118.25
41234.83333,0.43,140.49
41234.875,0.52,164.65
41234.91667,0.47,150.99
41234.95833,0.38,127.9
41235,0.32,113.57
41235.04167,0.28,104.49
41235.08333,0.1,68.3
41235.125,0.05,59.61
41235.16667,0.05,59.61
41235.20833,0.03,56.3
41235.25,0.17,81.46
41235.29167,0.31,111.26
41235.33333,0.44,143.08
41235.375,0.58,181.82
41235.41667,0.6,187.73
41235.45833,0.68,212.33
41235.5,0.63,196.78
41235.54167,0.52,164.65
41235.58333,0.5,159.12
41235.625,0.4,132.87
41235.66667,0.24,95.78
41235.70833,0.19,85.44
41235.75,0.2,87.46
41235.79167,0.16,79.51
41235.83333,0.34,118.25
41235.875,0.38,127.9
41235.91667,0.41,135.38
41235.95833,0.5,159.12
41236,0.51,161.87
41236.04167,0.48,153.68
41236.08333,0.34,118.25
41236.125,0.32,113.57
41236.16667,0.25,97.92
41236.20833,0.22,91.57
41236.25,0.3,108.98
41236.29167,0.31,111.26
41236.33333,0.48,153.68
41236.375,0.64,199.84
41236.41667,0.75,235.09
41236.45833,0.69,215.51
41236.5,0.83,262.53
41236.54167,0.65,202.93
41236.58333,0.65,202.93
41236.625,0.52,164.65
41236.66667,0.3,108.98
41236.70833,0.24,95.78
41236.75,0.09,66.52
41236.79167,0.08,64.75
41236.83333,0.13,73.8
41236.875,0.17,81.46
41236.91667,0.36,123.03
41236.95833,0.46,148.33
41237,0.54,170.28
41237.04167,0.59,184.77
41237.08333,0.48,153.68
41237.125,0.5,159.12
41237.16667,0.4,132.87
41237.20833,0.29,106.72
41237.25,0.32,113.57
41237.29167,0.3,108.98
41237.33333,0.37,125.45
41237.375,0.52,164.65
41237.41667,0.59,184.77
41237.45833,0.69,215.51
41237.5,0.79,248.62
41237.54167,0.71,221.94
41237.58333,0.71,221.94
41237.625,0.57,178.9
41237.66667,0.37,125.45
41237.70833,0.2,87.46
41237.75,0.04,57.94
41237.79167,-0.08,39.78
41237.83333,-0.14,31.97
41237.875,-0.08,39.78
41237.91667,0.12,71.94
41237.95833,0.21,89.5
41238,0.43,140.49
41238.04167,0.5,159.12
41238.08333,0.52,164.65
41238.125,0.59,184.77
41238.16667,0.47,150.99
41238.20833,0.36,123.03
41238.25,0.35,120.63
41238.29167,0.23,93.67
41238.33333,0.24,95.78
41238.375,0.38,127.9
41238.41667,0.33,115.9
41238.45833,0.5,159.12
41238.5,0.71,221.94
41238.54167,0.65,202.93
41238.58333,0.78,245.2
41238.625,0.63,196.78
41238.66667,0.45,145.7
41238.70833,0.29,106.72
41238.75,0.03,56.3
41238.79167,-0.13,33.22
41238.83333,-0.21,23.95
41238.875,-0.25,19.88
41238.91667,-0.12,34.48
41238.95833,0.07,63.02
41239,0.22,91.57
41239.04167,0.49,156.39
41239.08333,0.62,193.74
41239.125,0.64,199.84
41239.16667,0.59,184.77
41239.20833,0.55,173.13
41239.25,0.42,137.93
41239.29167,0.37,125.45
41239.33333,0.33,115.9
41239.375,0.35,120.63
41239.41667,0.45,145.7
41239.45833,0.64,199.84
41239.5,0.81,255.53
41239.54167,0.9,287.77
41239.58333,0.91,291.47
41239.625,0.88,280.44
41239.66667,0.76,238.44
41239.70833,0.56,176
